road_id,hour,day_of_week,is_weekend,road_type,lane_count,weather,visibility_km,accident_reported,traffic_volume,avg_speed,travel_time_min,congestion_level,is_peak_hour,hour_sin,hour_cos,traffic_cluster
103,11,0,0,Highway,5,Rain,4.700782970207339,0,130,43.96293404670704,17.30346895091563,Low,0,0.258819045102521,-0.9659258262890682,2
52,1,0,0,Local,1,Clear,6.237843499658231,0,393,69.13226403605898,17.131562043401594,Low,0,0.2588190451025207,0.9659258262890684,1
93,17,5,1,Highway,5,Clear,6.25107197535678,0,1225,42.71857750605156,40.431363847804704,High,1,-0.9659258262890684,-0.2588190451025206,0
15,6,6,1,Highway,5,Rain,2.344686009136822,0,301,33.53664030922559,22.129001892111155,Low,0,1.0,6.123233995736766e-17,1
107,16,4,0,Highway,4,Clear,6.657438767481457,0,273,31.77425804009078,19.76905098069876,Low,0,-0.8660254037844385,-0.5000000000000004,2
72,21,1,0,Local,1,Clear,7.725716938989568,0,604,31.53553934187486,29.843571396352075,Medium,0,-0.7071067811865477,0.7071067811865474,2
61,22,5,1,Highway,4,Clear,9.15793233502114,0,474,48.18223417183325,18.87359617233419,Low,0,-0.5000000000000004,0.8660254037844384,2
21,13,1,0,Highway,5,Clear,6.29846906271668,0,543,27.46338222292504,28.058840372294423,Medium,0,-0.2588190451025208,-0.9659258262890684,2
103,23,4,0,Arterial,3,Rain,3.738666851679888,0,677,24.27601092109719,44.46549959863082,Medium,0,-0.2588190451025215,0.965925826289068,2
83,6,6,1,Arterial,2,Rain,3.7779930573061455,0,595,40.75691029618221,27.66313001156793,Medium,0,1.0,6.123233995736766e-17,1
87,21,4,0,Arterial,3,Clear,8.523414680170815,0,439,67.79796602466412,17.303568258226797,Low,0,-0.7071067811865477,0.7071067811865474,2
75,2,3,0,Arterial,3,Clear,5.885268828400706,0,767,25.909319859742705,41.5338568636303,Medium,0,0.4999999999999999,0.8660254037844387,1
75,5,3,0,Local,2,Clear,9.098557770063298,0,795,26.803981977429267,40.14098709481342,Medium,0,0.9659258262890684,0.2588190451025207,1
88,19,4,0,Local,2,Clear,8.935633066677926,0,538,53.51236736798739,19.72772692686127,Medium,1,-0.9659258262890684,0.2588190451025203,0
117,1,2,0,Local,1,Rain,2.009478919085526,0,466,16.700951186035503,42.68823230402525,Low,0,0.2588190451025207,0.9659258262890684,1
100,16,5,1,Highway,5,Clear,6.381062883271147,0,512,28.01090758944644,29.33962732763004,Medium,0,-0.8660254037844385,-0.5000000000000004,2
104,11,3,0,Local,2,Fog,0.7543129380865723,0,142,25.893709510158544,25.486003654476885,Low,0,0.258819045102521,-0.9659258262890682,2
24,11,4,0,Highway,5,Clear,8.468368716140567,0,666,49.214779524406175,24.75582847014461,Medium,0,0.258819045102521,-0.9659258262890682,2
3,16,1,0,Highway,4,Clear,6.953337871147025,0,189,49.56597383177608,13.198972216780238,Low,0,-0.8660254037844385,-0.5000000000000004,2
22,9,5,1,Local,2,Clear,5.349860861081329,0,653,23.058885100253704,40.00593556353928,Medium,1,0.7071067811865476,-0.7071067811865475,0
53,2,6,1,Local,2,Clear,5.68224876997718,0,420,35.25142071985244,23.167725110426552,Low,0,0.4999999999999999,0.8660254037844387,1
2,19,3,0,Arterial,3,Clear,7.985567525487152,0,1247,28.10401790738079,54.902822941214446,High,1,-0.9659258262890684,0.2588190451025203,0
88,17,6,1,Local,1,Clear,6.875840997993109,0,619,33.09390540378093,30.202714564565674,Medium,1,-0.9659258262890684,-0.2588190451025206,0
108,12,2,0,Local,2,Clear,5.026900659048539,0,603,38.76004693910144,28.24253130034468,Medium,0,1.2246467991473532e-16,-1.0,2
30,11,5,1,Arterial,2,Fog,1.0767096877332425,0,688,52.089994083645415,29.583341642844747,Medium,0,0.258819045102521,-0.9659258262890682,2
38,16,5,1,Arterial,3,Clear,7.0835187139758045,0,187,74.53218929869657,14.933210371872912,Low,0,-0.8660254037844385,-0.5000000000000004,2
2,3,0,0,Local,1,Clear,6.568846427229662,0,198,75.64562576068185,12.01396573710872,Low,0,0.7071067811865476,0.7071067811865476,1
64,22,1,0,Highway,4,Clear,8.567595895255497,0,522,20.86530571483833,35.333126622636364,Medium,0,-0.5000000000000004,0.8660254037844384,2
60,9,2,0,Highway,5,Clear,7.275544094932017,0,1119,43.35262572261456,33.5135566724953,High,1,0.7071067811865476,-0.7071067811865475,0
21,10,2,0,Local,2,Clear,8.474155546960937,0,784,61.07446818840842,26.496865229712952,Medium,0,0.4999999999999999,-0.8660254037844387,2
33,5,6,1,Highway,4,Clear,5.065990411906113,0,546,64.28573837573522,18.04550421362602,Medium,0,0.9659258262890684,0.2588190451025207,1
76,5,2,0,Highway,4,Clear,5.0471005704241225,0,331,24.61988465747629,22.271257541102287,Low,0,0.9659258262890684,0.2588190451025207,1
58,8,1,0,Highway,5,Clear,7.79950965205189,0,650,57.36120596879344,20.6404325360991,Medium,1,0.8660254037844387,-0.4999999999999998,0
22,14,2,0,Highway,5,Clear,9.911060171142536,0,305,46.84403469761472,18.666949817146303,Low,0,-0.4999999999999997,-0.8660254037844388,2
108,1,0,0,Local,2,Clear,6.36178618959166,0,377,64.96903824969179,15.860177981676935,Low,0,0.2588190451025207,0.9659258262890684,1
89,3,3,0,Arterial,3,Rain,2.2847134334040624,0,619,43.39853525262216,30.472963760593267,Medium,0,0.7071067811865476,0.7071067811865476,1
49,4,1,0,Arterial,3,Rain,3.3503228487558623,0,612,29.763833749251788,33.96253143713835,Medium,0,0.8660254037844386,0.5000000000000001,1
91,16,2,0,Local,2,Rain,2.213127369479486,0,494,24.88880341224123,32.73967725204699,Low,0,-0.8660254037844385,-0.5000000000000004,2
59,7,4,0,Local,2,Clear,5.39037445237604,0,1131,7.422327065334468,161.4413795864225,High,1,0.9659258262890684,-0.2588190451025206,0
42,7,3,0,Arterial,2,Fog,1.362462463882687,0,876,29.49309532103409,46.88113522683657,Medium,1,0.9659258262890684,-0.2588190451025206,0
92,21,6,1,Local,1,Fog,1.7268076158343812,0,339,33.173869823856386,29.55752856289733,Low,0,-0.7071067811865477,0.7071067811865474,2
60,11,5,1,Arterial,3,Rain,3.6061839372612834,0,434,28.28533786637617,29.07509996831376,Low,0,0.258819045102521,-0.9659258262890682,2
80,20,1,0,Highway,5,Clear,8.653020892199503,0,472,43.97503714671092,21.177418786215444,Low,0,-0.8660254037844386,0.5000000000000001,2
15,7,4,0,Highway,5,Clear,5.997200778052464,0,1113,31.55209683082089,44.50899540433212,High,1,0.9659258262890684,-0.2588190451025206,0
62,18,5,1,Arterial,2,Rain,3.429672872520232,0,844,31.94000887241829,41.43620302184921,Medium,1,-1.0,-1.8369701987210294e-16,0
62,2,4,0,Arterial,2,Rain,4.372407476639799,0,756,37.80231065375983,31.701229876395,Medium,0,0.4999999999999999,0.8660254037844387,1
47,17,2,0,Arterial,3,Clear,9.814359545974384,0,960,18.979945212299715,61.336941531074736,High,1,-0.9659258262890684,-0.2588190451025206,0
62,20,1,0,Arterial,3,Clear,6.238188747608395,1,182,17.46231081956453,34.53730821710392,Low,0,-0.8660254037844386,0.5000000000000001,2
51,18,6,1,Highway,4,Clear,9.978316514011912,0,899,34.86003538911547,36.24048914607172,Medium,1,-1.0,-1.8369701987210294e-16,0
108,18,2,0,Highway,4,Clear,5.880747204842395,0,1258,18.13089697908513,80.37620061305506,High,1,-1.0,-1.8369701987210294e-16,0
55,14,5,1,Arterial,2,Rain,3.9303947662124656,0,281,54.11640777097936,19.8429484911522,Low,0,-0.4999999999999997,-0.8660254037844388,2
116,5,6,1,Highway,5,Clear,9.478468067221415,0,139,51.28145766487826,12.18086411075661,Low,0,0.9659258262890684,0.2588190451025207,1
64,15,0,0,Arterial,3,Clear,7.900086259200577,0,214,52.48809028040168,11.720625136130929,Low,0,-0.7071067811865471,-0.7071067811865479,2
3,7,4,0,Arterial,2,Rain,4.056770998362191,0,493,38.18016688923798,30.54437791388838,Low,1,0.9659258262890684,-0.2588190451025206,0
101,15,0,0,Arterial,3,Clear,7.566698312285256,0,352,59.26888572642169,17.66650103059494,Low,0,-0.7071067811865471,-0.7071067811865479,2
51,17,5,1,Highway,5,Clear,6.303634774537143,0,530,54.71360525827338,23.023760655313684,Medium,1,-0.9659258262890684,-0.2588190451025206,0
7,19,2,0,Arterial,3,Rain,4.307504452696994,0,784,38.68756104394691,36.5580859333971,Medium,1,-0.9659258262890684,0.2588190451025203,0
21,15,6,1,Local,1,Clear,8.082342791712831,0,418,25.717259278589047,25.512800497591552,Low,0,-0.7071067811865471,-0.7071067811865479,2
73,10,6,1,Local,1,Clear,5.400961445198447,0,554,56.50112041576391,19.18962319819964,Medium,0,0.4999999999999999,-0.8660254037844387,2
39,6,6,1,Local,1,Rain,4.683313393972624,0,235,54.84391358912046,18.13005382282861,Low,0,1.0,6.123233995736766e-17,1
18,16,3,0,Arterial,3,Rain,3.190722999791993,0,168,48.75196399619789,16.539795871958578,Low,0,-0.8660254037844385,-0.5000000000000004,2
4,16,4,0,Highway,5,Rain,3.1475354809600766,0,192,58.771402226792176,17.952600235641235,Low,0,-0.8660254037844385,-0.5000000000000004,2
89,11,3,0,Arterial,2,Clear,6.536919297180078,0,345,38.3699335241572,19.285685757666545,Low,0,0.258819045102521,-0.9659258262890682,2
60,12,1,0,Local,2,Clear,9.331108774188031,0,284,28.239160062306446,17.28763032013997,Low,0,1.2246467991473532e-16,-1.0,2
14,9,4,0,Highway,4,Rain,3.353336856096134,0,1331,8.656896164021493,168.23285477961252,High,1,0.7071067811865476,-0.7071067811865475,0
114,6,0,0,Highway,5,Clear,7.8098058559781425,0,546,55.09243630277804,18.262489565227323,Medium,0,1.0,6.123233995736766e-17,1
9,13,3,0,Highway,5,Clear,9.738448674414755,0,646,55.73452015834427,21.48084421995072,Medium,0,-0.2588190451025208,-0.9659258262890684,2
90,22,5,1,Arterial,3,Clear,8.258582187909832,0,792,45.110491689339625,29.292000973519546,Medium,0,-0.5000000000000004,0.8660254037844384,2
53,0,1,0,Arterial,3,Clear,8.37858371962801,0,239,33.66456328597497,14.531596517556036,Low,0,0.0,1.0,1
2,16,4,0,Highway,5,Clear,6.242844185810377,0,414,58.43000786537817,17.964770161962605,Low,0,-0.8660254037844385,-0.5000000000000004,2
84,3,6,1,Local,1,Clear,8.341475925139923,0,562,19.314643105788186,39.77506522191513,Medium,0,0.7071067811865476,0.7071067811865476,1
92,20,5,1,Arterial,2,Clear,6.969013720962506,0,314,26.63454112607878,23.990797944245056,Low,0,-0.8660254037844386,0.5000000000000001,2
111,4,1,0,Highway,5,Fog,1.3297808099398738,0,630,12.06405007814319,73.26656306837303,Medium,0,0.8660254037844386,0.5000000000000001,1
60,19,0,0,Highway,4,Clear,5.6476942395528855,0,624,29.88566974454717,34.337492071062286,Medium,1,-0.9659258262890684,0.2588190451025203,0
71,23,6,1,Highway,5,Clear,6.42820174831814,0,384,44.563296539612814,19.25569678150388,Low,0,-0.2588190451025215,0.965925826289068,2
44,22,5,1,Arterial,3,Clear,5.330003643211059,0,475,47.52258814694053,21.020990054405807,Low,0,-0.5000000000000004,0.8660254037844384,2
8,6,4,0,Highway,5,Clear,6.904519245850005,0,564,44.44506048771807,23.23191927214372,Medium,0,1.0,6.123233995736766e-17,1
47,9,1,0,Arterial,2,Fog,0.8321087612704299,0,1151,33.32922516222523,52.01081003578314,High,1,0.7071067811865476,-0.7071067811865475,0
35,16,2,0,Local,2,Rain,2.3686123719436973,1,470,5.0,124.19426004386244,Low,0,-0.8660254037844385,-0.5000000000000004,2
78,6,4,0,Arterial,3,Rain,4.056902851652412,0,729,35.58353878830442,37.63522747883932,Medium,0,1.0,6.123233995736766e-17,1
81,0,4,0,Highway,4,Rain,4.079371594542518,0,582,31.96673719650643,38.96894799201597,Medium,0,0.0,1.0,1
36,6,6,1,Arterial,3,Fog,1.7585953133619772,0,393,46.05032094249297,25.44966767211332,Low,0,1.0,6.123233995736766e-17,1
50,23,4,0,Local,1,Clear,6.708154408112101,0,750,63.74344628923345,22.057761920200864,Medium,0,-0.2588190451025215,0.965925826289068,2
104,10,6,1,Highway,4,Clear,9.822459461739696,0,249,43.5893887003388,14.785356452061205,Low,0,0.4999999999999999,-0.8660254037844387,2
4,8,4,0,Highway,4,Clear,5.681506119797501,0,905,24.216013361525107,47.90921372690595,High,1,0.8660254037844387,-0.4999999999999998,0
2,11,2,0,Arterial,2,Clear,7.782446913113983,1,717,38.57260806692929,42.312165393503776,Medium,0,0.258819045102521,-0.9659258262890682,2
6,2,5,1,Arterial,2,Clear,6.764647379977813,0,211,40.367444233323546,15.57003323678788,Low,0,0.4999999999999999,0.8660254037844387,1
54,3,5,1,Highway,4,Clear,9.99581306076431,0,520,62.64696554309399,19.147355268588992,Medium,0,0.7071067811865476,0.7071067811865476,1
106,3,5,1,Arterial,2,Clear,6.42694532320906,0,790,17.039082742386558,60.34738352685848,Medium,0,0.7071067811865476,0.7071067811865476,1
4,12,0,0,Arterial,3,Clear,5.238861326417217,0,644,20.2728955456448,41.20276396280513,Medium,0,1.2246467991473532e-16,-1.0,2
54,22,2,0,Local,2,Clear,8.510914074123338,0,604,49.26356442849549,22.89712805890314,Medium,0,-0.5000000000000004,0.8660254037844384,2
93,18,2,0,Highway,5,Clear,6.63369665122055,0,1393,16.30080093379751,99.5915144588038,High,1,-1.0,-1.8369701987210294e-16,0
63,9,1,0,Local,2,Rain,2.986840948713894,0,570,28.200678831921927,32.885700070955984,Medium,1,0.7071067811865476,-0.7071067811865475,0
18,4,3,0,Highway,5,Clear,5.523259934072573,0,362,23.65695538978146,24.50944481955741,Low,0,0.8660254037844386,0.5000000000000001,1
90,6,5,1,Arterial,3,Fog,0.9107442808804572,0,383,38.34716290284594,26.80456864966667,Low,0,1.0,6.123233995736766e-17,1
44,23,3,0,Arterial,3,Rain,4.623100056025466,0,457,11.568509935008668,54.8288533653959,Low,0,-0.2588190451025215,0.965925826289068,2
34,15,1,0,Highway,5,Clear,7.683835669893153,0,734,58.11387932710881,20.225386694302543,Medium,0,-0.7071067811865471,-0.7071067811865479,2
74,0,2,0,Local,1,Clear,9.267361989705684,0,204,59.680583016274845,12.700320847424551,Low,0,0.0,1.0,1
62,11,1,0,Highway,5,Clear,9.863736439806376,0,330,45.32333981909675,18.117027244724586,Low,0,0.258819045102521,-0.9659258262890682,2
100,1,4,0,Arterial,3,Rain,2.9654783370565365,0,570,40.6263513333224,29.60452451886864,Medium,0,0.2588190451025207,0.9659258262890684,1
14,6,1,0,Highway,4,Clear,8.83429157610199,0,264,48.28461748147959,13.35785696625676,Low,0,1.0,6.123233995736766e-17,1
95,10,1,0,Arterial,2,Clear,7.644680448696962,0,600,26.109406735020546,34.92627415680406,Medium,0,0.4999999999999999,-0.8660254037844387,2
48,12,6,1,Highway,4,Clear,5.486999719291381,0,326,50.26985740838168,18.297196017990057,Low,0,1.2246467991473532e-16,-1.0,2
15,1,4,0,Local,2,Clear,8.33529773160864,0,233,71.23945888020756,13.39633621124744,Low,0,0.2588190451025207,0.9659258262890684,1
72,6,6,1,Local,1,Fog,1.9249600300612784,0,399,43.74900259296329,26.387409518570905,Low,0,1.0,6.123233995736766e-17,1
78,14,3,0,Local,1,Clear,6.228305282893652,0,169,67.59620566252448,12.561869836317188,Low,0,-0.4999999999999997,-0.8660254037844388,2
87,10,4,0,Highway,4,Clear,8.537912565350958,0,688,28.776770069965217,33.428853792837614,Medium,0,0.4999999999999999,-0.8660254037844387,2
62,1,0,0,Arterial,2,Clear,8.284962970590485,0,707,36.58402876888289,30.018648549097502,Medium,0,0.2588190451025207,0.9659258262890684,1
40,6,1,0,Highway,5,Rain,3.3610289018829604,0,473,24.37066309318641,35.7892671950451,Low,0,1.0,6.123233995736766e-17,1
85,3,1,0,Local,1,Rain,4.087537574874846,0,198,53.69461102929626,15.959327685828589,Low,0,0.7071067811865476,0.7071067811865476,1
80,10,6,1,Arterial,3,Clear,9.696578922211277,0,339,55.11758903158152,15.06021811895167,Low,0,0.4999999999999999,-0.8660254037844387,2
109,1,3,0,Arterial,2,Clear,7.726298105722,0,395,50.70559404440503,14.144436599667976,Low,0,0.2588190451025207,0.9659258262890684,1
82,15,6,1,Arterial,2,Clear,8.388433295085449,0,281,24.75359117235428,19.27976656437771,Low,0,-0.7071067811865471,-0.7071067811865479,2
111,6,2,0,Highway,4,Clear,6.358897922351341,0,507,62.77353338903541,18.706621004516048,Medium,0,1.0,6.123233995736766e-17,1
53,12,4,0,Arterial,3,Fog,1.043671920449498,0,708,51.47665708849951,30.080636268863586,Medium,0,1.2246467991473532e-16,-1.0,2
24,4,2,0,Highway,4,Clear,6.368524558928945,0,100,63.1054935519243,10.11062005282259,Low,0,0.8660254037844386,0.5000000000000001,1
26,16,0,0,Local,2,Clear,9.43704512124409,0,146,71.28447631026245,14.034565751861338,Low,0,-0.8660254037844385,-0.5000000000000004,2
89,20,4,0,Local,1,Clear,9.639345558993597,0,142,69.09351990123577,13.947753129731616,Low,0,-0.8660254037844386,0.5000000000000001,2
60,11,0,0,Arterial,3,Clear,8.59814297301968,1,741,36.14321080725944,45.34689752187817,Medium,0,0.258819045102521,-0.9659258262890682,2
109,18,0,0,Local,2,Clear,9.057937138603732,0,889,49.068493266939214,28.63310260817564,Medium,1,-1.0,-1.8369701987210294e-16,0
41,6,0,0,Highway,4,Clear,7.289284038950802,0,424,24.70950026106801,24.250928410055124,Low,0,1.0,6.123233995736766e-17,1
29,5,5,1,Local,1,Clear,9.59773394725027,0,267,31.10477463154196,17.841604790351873,Low,0,0.9659258262890684,0.2588190451025207,1
15,7,4,0,Highway,4,Rain,4.135887957383021,0,763,46.88734491754328,29.74157912908944,Medium,1,0.9659258262890684,-0.2588190451025206,0
45,12,4,0,Arterial,3,Clear,6.633719957671767,0,719,35.52812486062958,29.503633874194502,Medium,0,1.2246467991473532e-16,-1.0,2
65,4,5,1,Arterial,2,Clear,5.174725838277202,0,741,52.954977534154445,24.77432233827327,Medium,0,0.8660254037844386,0.5000000000000001,1
89,1,3,0,Highway,5,Clear,7.703916131784405,0,654,26.864341496923785,34.49763045992648,Medium,0,0.2588190451025207,0.9659258262890684,1
71,8,5,1,Highway,5,Clear,9.203251623705626,0,1342,35.65535399245438,47.526025018924194,High,1,0.8660254037844387,-0.4999999999999998,0
9,10,1,0,Highway,5,Clear,9.303340594361508,0,469,32.70380985217874,26.24691695032467,Low,0,0.4999999999999999,-0.8660254037844387,2
88,23,2,0,Local,2,Clear,9.175593627417689,0,519,41.38899656817183,26.0215509277646,Medium,0,-0.2588190451025215,0.965925826289068,2
1,5,2,0,Highway,5,Clear,6.073732427105592,0,437,35.611789177026886,18.276217404206072,Low,0,0.9659258262890684,0.2588190451025207,1
108,6,0,0,Arterial,3,Clear,7.130742397999488,0,708,38.234769010319226,31.6669677712065,Medium,0,1.0,6.123233995736766e-17,1
8,6,4,0,Local,2,Clear,8.069129275907363,0,555,68.00180013377056,19.382876357212503,Medium,0,1.0,6.123233995736766e-17,1
88,18,4,0,Highway,4,Clear,8.337782460340167,0,1282,37.69626938803186,43.54988905235708,High,1,-1.0,-1.8369701987210294e-16,0
63,5,0,0,Arterial,2,Rain,2.033021487784711,0,610,50.93394546827736,26.89628436271149,Medium,0,0.9659258262890684,0.2588190451025207,1
11,10,1,0,Arterial,3,Clear,8.463211618752306,0,706,39.94498756353418,26.876554053765307,Medium,0,0.4999999999999999,-0.8660254037844387,2
115,10,2,0,Highway,4,Clear,7.954485037338064,0,351,23.799358834740524,25.720246459147337,Low,0,0.4999999999999999,-0.8660254037844387,2
81,6,5,1,Local,1,Clear,7.833877873530758,0,127,63.19625158898338,10.944771726615006,Low,0,1.0,6.123233995736766e-17,1
8,1,3,0,Highway,5,Clear,8.315124118676387,0,475,68.87308655568657,15.46785792083523,Low,0,0.2588190451025207,0.9659258262890684,1
35,18,6,1,Highway,4,Rain,4.902372347705717,0,1117,11.977476460212582,109.94866237493076,High,1,-1.0,-1.8369701987210294e-16,0
35,3,1,0,Arterial,3,Clear,5.83437317329331,0,143,60.07136417190095,18.33366331495852,Low,0,0.7071067811865476,0.7071067811865476,1
33,5,4,0,Arterial,3,Clear,9.3720816368264,0,647,38.81152362714383,29.04299597000764,Medium,0,0.9659258262890684,0.2588190451025207,1
5,16,6,1,Local,1,Clear,6.202848767362584,0,601,45.01529221486184,24.201530842370705,Medium,0,-0.8660254037844385,-0.5000000000000004,2
